Batsman,Bowler,0,1,2,3,4,5,6,7+,Wickets,Runs,Balls
E Lewis,B Kumar,4,3,2,0,1,0,0,0,0,11,10
E Lewis,Imad Wasim,3,4,0,0,0,0,0,0,1,4,7
E Lewis,JJ Bumrah,1,2,2,0,2,0,1,0,0,20,8
E Lewis,Mohammed Shami,2,6,0,0,3,0,0,0,1,18,11
E Lewis,R Ashwin,6,4,1,0,0,0,1,0,0,12,12
E Lewis,RA Jadeja,3,3,0,0,0,0,2,0,1,15,8
E Lewis,Sohail Tanvir,2,0,0,0,0,0,0,0,1,0,2
E Lewis,STR Binny,0,1,0,0,0,0,5,0,0,31,6
EJG Morgan,A Dananjaya,2,1,1,0,0,0,0,0,1,3,4
EJG Morgan,A Mishra,1,5,0,0,0,0,0,0,0,5,6
EJG Morgan,A Nehra,0,1,0,0,0,0,0,0,0,1,1
EJG Morgan,AB Dinda,0,4,1,0,1,0,2,0,0,22,8
EJG Morgan,AD Mathews,6,6,1,0,2,0,1,0,0,22,16
EJG Morgan,AD Russell,4,4,1,0,0,0,1,0,0,12,10
EJG Morgan,AF Milne,0,2,0,0,0,0,0,0,0,2,2
EJG Morgan,Aizaz Cheema,0,1,0,0,0,0,0,0,0,1,1
EJG Morgan,AM Ellis,0,2,0,0,0,0,0,0,0,2,2
EJG Morgan,Anwar Ali,5,5,2,0,0,0,1,0,0,15,13
EJG Morgan,AR Patel,3,1,1,0,0,0,0,0,0,3,5
EJG Morgan,BAW Mendis,4,7,1,0,2,0,1,0,0,23,15
EJG Morgan,BCJ Cutting,1,3,0,0,0,0,0,0,1,3,4
EJG Morgan,BE Hendricks,2,0,0,0,0,0,0,0,1,0,2
EJG Morgan,CH Gayle,1,7,0,0,1,0,1,0,0,17,10
EJG Morgan,CH Morris,1,5,2,0,2,0,2,0,0,29,12
EJG Morgan,CJ Boyce,0,2,0,0,0,0,0,0,0,2,2
EJG Morgan,CR Brathwaite,0,4,0,0,0,0,0,0,0,4,4
EJG Morgan,D Wiese,4,7,0,0,1,0,2,0,0,23,14
EJG Morgan,DJ Bravo,4,10,0,0,0,0,1,0,0,16,15
EJG Morgan,DJ Hooda,4,3,1,0,0,0,0,0,0,5,8
EJG Morgan,DL Vettori,0,1,3,0,0,0,0,0,0,7,4
EJG Morgan,DS Kulkarni,5,1,0,0,0,0,0,0,0,1,6
EJG Morgan,DT Christian,1,4,0,0,0,0,1,0,0,10,6
EJG Morgan,DW Steyn,2,3,1,0,0,0,0,0,0,5,6
EJG Morgan,Fawad Ahmed,1,0,0,0,0,0,1,0,1,6,2
EJG Morgan,GB Hogg,1,0,0,0,0,0,0,0,0,0,1
EJG Morgan,GJ Maxwell,6,13,2,0,5,0,3,0,1,55,29
EJG Morgan,Harbhajan Singh,2,1,0,0,1,0,0,0,1,5,4
EJG Morgan,Hasan Ali,0,5,0,0,0,0,0,0,0,5,5
EJG Morgan,HH Pandya,1,2,0,0,0,0,0,0,0,2,3
EJG Morgan,HMRKB Herath,0,3,0,0,0,0,0,0,0,3,3
EJG Morgan,HV Patel,2,1,2,0,0,0,0,0,0,5,5
EJG Morgan,IG Butler,12,2,0,0,1,0,0,0,2,6,15
EJG Morgan,IK Pathan,2,1,0,0,0,0,0,0,0,1,3
EJG Morgan,Imad Wasim,0,3,0,0,0,0,0,0,0,3,3
EJG Morgan,Imran Khan (1),1,6,1,0,1,0,0,0,0,12,9
EJG Morgan,Imran Tahir,9,11,2,0,0,0,1,0,2,21,23
EJG Morgan,IS Sodhi,1,0,0,0,0,0,0,0,1,0,1
EJG Morgan,J Botha,8,7,0,0,1,0,0,0,2,11,16
EJG Morgan,J Yadav,2,4,1,0,0,0,0,0,1,6,7
EJG Morgan,JA Morkel,0,2,0,0,0,0,0,0,0,2,2
EJG Morgan,JDF Vandersay,1,0,0,0,0,0,0,0,0,0,1
EJG Morgan,JEC Franklin,7,1,2,0,3,0,2,0,0,29,15
EJG Morgan,JH Kallis,1,1,0,0,0,0,0,0,0,1,2
EJG Morgan,JP Duminy,7,11,0,0,2,0,0,0,2,19,20
EJG Morgan,JP Faulkner,5,8,1,0,0,0,1,0,0,16,15
EJG Morgan,JR Hazlewood,2,0,0,0,0,0,0,0,0,0,2
EJG Morgan,K Rabada,0,1,0,0,0,0,0,0,0,1,1
EJG Morgan,K Santokie,2,0,1,0,0,0,0,0,0,2,3
EJG Morgan,KD Mills,1,0,0,0,0,0,0,0,1,0,1
EJG Morgan,KJ Abbott,1,2,0,0,1,0,0,0,0,6,4
EJG Morgan,KMC Bandara,1,1,0,0,1,0,0,0,0,5,3
EJG Morgan,KMDN Kulasekara,4,1,0,0,0,0,0,0,1,1,5
EJG Morgan,KV Sharma,2,4,1,0,0,0,2,0,0,18,9
EJG Morgan,M Morkel,0,4,0,0,0,0,1,0,0,10,5
EJG Morgan,MA Starc,2,1,1,0,0,0,1,0,1,9,5
EJG Morgan,MD Gunathilaka,2,2,0,0,0,0,0,0,0,2,4
EJG Morgan,MD Shanaka,1,0,0,0,0,0,0,0,0,0,1
EJG Morgan,MF Maharoof,2,3,2,0,0,0,0,0,0,7,7
EJG Morgan,MG Johnson,3,0,0,0,0,0,0,0,1,0,3
EJG Morgan,MJ Henry,2,1,0,0,0,0,0,0,1,1,3
EJG Morgan,MJ McClenaghan,13,11,1,0,1,0,1,0,1,23,27
EJG Morgan,MM Sharma,3,4,1,0,3,0,3,0,1,36,14
EJG Morgan,MN Samuels,6,7,3,0,2,0,0,0,1,21,18
EJG Morgan,Mohammad Hafeez,6,7,1,0,0,0,0,0,2,9,14
EJG Morgan,Mohammed Shami,1,1,1,0,1,0,1,0,1,13,5
EJG Morgan,MP Stoinis,0,1,0,0,0,0,0,0,0,1,1
EJG Morgan,MR Marsh,3,2,0,0,2,0,1,0,1,16,8
EJG Morgan,N Pradeep,1,3,1,0,0,0,0,0,0,5,5
EJG Morgan,NL McCullum,13,17,2,0,2,0,1,0,0,35,35
EJG Morgan,NLTC Perera,5,4,2,0,1,0,1,0,1,18,13
EJG Morgan,NM Coulter-Nile,10,4,2,0,0,0,2,0,2,20,18
EJG Morgan,P Awana,1,3,0,0,1,0,0,0,0,7,5
EJG Morgan,P Negi,1,1,0,0,0,0,1,0,0,7,3
EJG Morgan,Parvez Rasool,0,3,0,0,0,0,0,0,0,3,3
EJG Morgan,PJ Cummins,1,2,0,0,1,0,2,0,0,18,6
EJG Morgan,PP Chawla,4,5,1,0,2,0,0,0,0,15,12
EJG Morgan,PV Tambe,6,1,2,0,1,0,2,0,1,21,12
EJG Morgan,PVD Chameera,0,2,0,0,0,0,0,0,0,2,2
EJG Morgan,R Ashwin,2,5,0,0,1,0,1,0,0,15,9
EJG Morgan,R Dhawan,2,2,1,0,0,0,1,0,0,10,6
EJG Morgan,R Rampaul,2,3,1,0,1,0,3,0,0,27,10
EJG Morgan,R Vinay Kumar,0,2,0,0,1,0,0,0,0,6,3
EJG Morgan,RA Jadeja,4,5,1,0,1,0,1,0,0,17,12
EJG Morgan,RG More,1,1,0,0,0,0,0,0,0,1,2
EJG Morgan,RJ Nicol,4,4,0,0,0,0,0,0,0,4,8
EJG Morgan,RJ Peterson,1,2,1,0,0,0,0,0,0,4,4
EJG Morgan,RLB Rambukwella,1,2,0,0,0,0,1,0,0,8,4
EJG Morgan,RM Hira,2,4,0,0,1,0,0,0,1,8,7
EJG Morgan,RN ten Doeschate,1,0,0,0,0,0,0,0,0,0,1
EJG Morgan,S Badree,17,2,0,0,3,0,0,0,2,14,22
EJG Morgan,S Prasanna,3,8,1,0,0,0,1,0,0,16,13
EJG Morgan,Shahid Afridi,9,14,3,0,2,0,1,0,0,34,29
EJG Morgan,Shakib Al Hasan,4,5,1,0,0,0,1,0,0,13,11
EJG Morgan,Shoaib Malik,1,0,0,0,0,0,0,0,1,0,1
EJG Morgan,SJ Benn,0,2,1,0,2,0,0,0,0,12,5
EJG Morgan,SK Raina,4,3,0,0,0,0,0,0,0,3,7
EJG Morgan,SL Malinga,8,4,0,0,1,0,0,0,0,8,13
EJG Morgan,SMSM Senanayake,3,6,0,0,3,0,0,0,0,18,12
EJG Morgan,Sohail Tanvir,2,3,1,0,0,0,0,0,0,5,6
EJG Morgan,SP Narine,13,7,3,0,4,0,1,0,1,35,28
EJG Morgan,SR Watson,6,5,5,0,2,0,6,0,1,59,24
EJG Morgan,SS Cottrell,0,2,0,0,0,0,1,0,0,8,3
EJG Morgan,STR Binny,3,3,1,0,1,0,0,0,0,9,8
EJG Morgan,TG Southee,6,3,1,0,1,0,0,0,2,9,11
EJG Morgan,Umar Gul,2,0,0,0,2,0,0,0,0,8,4
EJG Morgan,UT Yadav,4,3,1,0,0,0,0,0,1,5,8
EJG Morgan,Wahab Riaz,7,8,1,0,1,0,0,0,1,14,17
EJG Morgan,WD Parnell,1,1,0,0,0,0,0,0,0,1,2
EJG Morgan,YK Pathan,0,1,0,0,0,0,0,0,0,1,1
EJG Morgan,YS Chahal,2,0,0,0,1,0,0,0,0,4,3
EJG Morgan,Yuvraj Singh,3,7,0,0,1,0,0,0,1,11,11
EJG Morgan,Z Khan,2,4,0,0,1,0,0,0,0,8,7
EMDY Munaweera,DW Steyn,2,2,1,0,0,0,0,0,0,4,5
EMDY Munaweera,J Botha,0,1,0,0,0,0,0,0,0,1,1
EMDY Munaweera,JA Morkel,1,0,0,0,0,0,0,0,1,0,1
EMDY Munaweera,JDP Oram,0,2,0,0,0,0,0,0,0,2,2
EMDY Munaweera,JH Kallis,0,1,0,0,1,0,0,0,0,5,2
EMDY Munaweera,KD Mills,0,2,0,0,0,0,0,0,0,2,2
EMDY Munaweera,M Morkel,2,3,0,0,0,0,0,0,0,3,5
ER Dwivedi,B Kumar,3,1,0,0,1,0,0,0,1,5,5
ER Dwivedi,CJ Jordan,2,2,0,0,0,0,0,0,0,2,4
ER Dwivedi,SR Watson,1,0,0,0,0,0,2,0,1,12,3
ER Dwivedi,YS Chahal,0,1,0,0,1,0,0,0,0,5,2
F Behardien,AB Dinda,3,1,0,0,1,0,0,0,1,5,5
F Behardien,AD Russell,4,2,1,0,0,0,1,0,0,10,8
F Behardien,AF Milne,3,2,0,0,2,0,0,0,0,10,7
F Behardien,AR Patel,4,3,1,0,1,0,0,0,1,9,9
F Behardien,B Kumar,4,3,1,0,0,0,0,0,0,5,8
F Behardien,BAW Mendis,0,0,0,1,0,0,0,0,0,3,1
F Behardien,CJ Boyce,2,2,0,0,0,0,0,0,1,2,4
F Behardien,CJ Jordan,0,3,0,0,1,0,0,0,0,7,4
F Behardien,DAJ Bracewell,1,1,0,0,1,0,0,0,1,5,3
F Behardien,DE Bollinger,3,1,0,0,0,0,0,0,0,1,4
F Behardien,DJ Bravo,1,4,1,0,0,0,0,0,0,6,6
F Behardien,GB Hogg,2,3,0,0,0,0,0,0,0,3,5
F Behardien,GD Elliott,0,3,0,0,0,0,0,0,0,3,3
F Behardien,Harbhajan Singh,0,2,0,0,0,0,0,0,0,2,2
F Behardien,IK Pathan,0,1,2,0,1,0,0,0,0,9,4
F Behardien,IS Sodhi,1,5,1,0,1,0,0,0,0,11,8
F Behardien,JDS Neesham,2,2,2,0,1,0,1,0,0,16,8
F Behardien,JO Holder,1,4,0,0,0,0,0,0,0,4,5
F Behardien,JP Faulkner,3,2,0,0,0,0,0,0,2,2,5
F Behardien,JW Hastings,1,2,0,0,0,0,0,0,0,2,3
F Behardien,KA Pollard,0,1,0,0,0,0,0,0,0,1,1
F Behardien,KMDN Kulasekara,1,0,0,0,0,0,0,0,1,0,1
F Behardien,L Balaji,2,2,1,0,1,0,0,0,0,8,6
F Behardien,MA Starc,0,2,0,0,0,0,0,0,0,2,2
F Behardien,MJ McClenaghan,0,1,0,0,0,0,0,0,0,1,1
F Behardien,MM Sharma,2,3,0,0,2,0,0,0,0,11,7
F Behardien,Mohammad Hafeez,4,5,0,0,0,0,0,0,1,5,9
F Behardien,NL McCullum,3,5,1,0,2,0,1,0,1,21,12
F Behardien,PJ Cummins,3,4,0,0,1,0,1,0,0,14,9
F Behardien,R Ashwin,4,5,0,0,0,0,1,0,0,11,10
F Behardien,R Vinay Kumar,0,1,0,0,1,0,0,0,0,5,2
F Behardien,S Aravind,2,1,0,0,1,0,0,0,0,5,4
F Behardien,Saeed Ajmal,2,1,0,0,1,0,0,0,0,5,4
F Behardien,Shahid Afridi,3,4,0,0,1,0,0,0,0,8,8
F Behardien,SK Raina,2,7,1,0,0,0,0,0,0,9,10
F Behardien,SL Malinga,0,2,0,0,0,0,0,0,0,2,2
F Behardien,SR Watson,3,5,1,0,1,0,0,0,0,11,10
F Behardien,SS Cottrell,1,1,2,0,0,0,0,0,0,5,4
F Behardien,Umar Gul,1,0,0,0,0,0,0,0,1,0,1
F Behardien,XJ Doherty,4,3,1,0,0,0,0,0,0,5,8
F Behardien,YS Chahal,1,0,0,0,0,0,0,0,1,0,1
F Behardien,Yuvraj Singh,0,0,1,0,0,0,0,0,0,2,1
F Behardien,Z Khan,1,0,0,0,0,0,0,0,1,0,1
F du Plessis,A Ashish Reddy,0,1,0,0,0,0,0,0,0,1,1
F du Plessis,A Mishra,5,7,2,0,2,0,0,0,0,19,16
F du Plessis,A Nehra,5,1,0,0,1,0,0,0,0,5,7
F du Plessis,A Zampa,1,3,0,0,0,0,0,0,0,3,4
F du Plessis,Abdur Rehman,0,1,0,0,1,0,1,0,0,11,3
F du Plessis,AC Agar,0,2,0,0,0,0,0,0,0,2,2
F du Plessis,AD Mathews,6,5,0,1,0,0,3,0,0,26,15
F du Plessis,AD Russell,8,10,3,0,2,0,2,0,2,36,25
F du Plessis,AJ Tye,0,3,0,0,0,0,0,0,0,3,3
F du Plessis,Ankit Sharma,9,6,0,1,2,0,0,0,1,17,18
F du Plessis,Anureet Singh,1,2,0,0,0,0,0,0,0,2,3
F du Plessis,AR Nurse,2,3,0,0,1,0,1,0,0,13,7
F du Plessis,AR Patel,10,12,4,0,3,0,1,0,0,38,30
F du Plessis,AU Rashid,11,13,0,0,0,0,0,0,0,13,24
F du Plessis,B Kumar,7,7,0,0,2,0,0,0,1,15,16
F du Plessis,BA Stokes,6,6,1,0,1,0,0,0,0,12,14
F du Plessis,BAW Mendis,4,6,0,0,2,0,0,0,0,14,12
F du Plessis,BE Hendricks,1,1,0,2,1,0,0,0,0,11,5
F du Plessis,Bilawal Bhatti,3,5,0,0,0,0,0,0,0,5,8
F du Plessis,Bipul Sharma,0,2,0,0,1,0,1,0,0,12,4
F du Plessis,CH Morris,1,2,0,0,0,0,0,0,0,2,3
F du Plessis,CJ Anderson,4,4,5,0,6,0,2,0,0,50,21
F du Plessis,CJ Jordan,0,5,0,0,2,0,0,0,0,13,7
F du Plessis,D Wiese,1,8,0,0,2,0,1,0,0,22,12
F du Plessis,DAJ Bracewell,4,2,0,2,3,0,0,0,1,20,11
F du Plessis,DJ Bravo,3,9,1,0,0,0,1,0,0,17,14
F du Plessis,DJ Muthuswami,0,1,0,0,1,0,0,0,0,5,2
F du Plessis,DJ Willey,1,0,1,0,0,0,0,0,1,2,2
F du Plessis,DJG Sammy,0,1,1,0,0,0,1,0,0,9,3
F du Plessis,DR Briggs,2,0,0,0,0,0,0,0,1,0,2
F du Plessis,DT Christian,2,0,1,0,1,0,2,0,0,18,6
F du Plessis,DW Steyn,3,0,0,0,3,0,0,0,0,12,6
F du Plessis,GB Hogg,4,6,0,0,2,0,0,0,1,14,12
F du Plessis,GJ Maxwell,7,9,0,0,4,0,1,0,1,31,21
F du Plessis,GS Sandhu,0,2,2,0,0,0,0,0,0,6,4
F du Plessis,Gurkeerat Singh,2,5,0,0,0,0,0,0,0,5,7
F du Plessis,Harbhajan Singh,18,25,4,0,4,0,1,0,3,55,52
F du Plessis,HH Pandya,0,2,0,0,0,0,0,0,0,2,2
F du Plessis,HMRKB Herath,5,9,3,0,1,0,0,0,0,19,18
F du Plessis,HV Patel,4,3,0,0,0,0,0,0,1,3,7
F du Plessis,IK Pathan,2,1,3,0,2,0,0,0,0,15,8
F du Plessis,Imran Tahir,1,2,1,0,0,0,0,0,0,4,4
F du Plessis,Iqbal Abdulla,3,8,0,0,2,0,1,0,0,22,14
F du Plessis,J Suchith,2,5,0,0,0,0,0,0,1,5,7
F du Plessis,J Yadav,0,3,0,0,0,0,0,0,0,3,3
F du Plessis,JA Morkel,4,4,1,0,3,0,0,0,1,18,12
F du Plessis,JD Unadkat,0,1,0,0,0,0,0,0,0,1,1
F du Plessis,JDF Vandersay,6,3,0,0,2,0,0,0,0,11,11
F du Plessis,JDS Neesham,2,3,1,0,1,0,0,0,0,9,7
F du Plessis,JE Root,0,1,0,0,0,0,0,0,0,1,1
F du Plessis,JEC Franklin,0,1,0,0,0,0,0,0,0,1,1
F du Plessis,JJ Bumrah,7,3,0,0,2,0,2,0,0,23,14
F du Plessis,JO Holder,4,7,2,0,5,0,1,0,1,37,19
F du Plessis,JP Duminy,3,2,3,0,1,0,0,0,1,12,9
F du Plessis,JP Faulkner,5,15,3,0,0,0,1,0,1,27,24
F du Plessis,JR Hazlewood,0,1,2,0,2,0,0,0,0,13,5
F du Plessis,Junaid Khan,1,1,0,1,1,0,0,0,1,8,4
F du Plessis,JW Dernbach,0,0,2,0,0,0,0,0,0,4,2
F du Plessis,JW Hastings,2,4,0,0,2,0,2,0,1,24,10
F du Plessis,KA Pollard,3,7,4,0,1,0,0,0,0,19,15
F du Plessis,KJ Abbott,4,4,2,0,2,0,0,0,0,16,12
F du Plessis,KK Cooper,5,4,0,0,1,0,0,0,0,8,10
F du Plessis,KMDN Kulasekara,10,6,0,0,4,0,0,0,0,22,20
F du Plessis,KV Sharma,0,5,1,0,0,0,0,0,0,7,6
F du Plessis,KW Richardson,2,0,0,0,0,0,0,0,1,0,2
F du Plessis,L Balaji,1,1,0,0,2,0,0,0,0,9,4
F du Plessis,M Kartik,0,3,2,0,2,0,0,0,0,15,7
F du Plessis,M Morkel,4,1,0,0,0,0,0,0,0,1,5
F du Plessis,M Vijay,1,0,0,0,0,0,0,0,0,0,1
F du Plessis,MA Starc,3,7,1,1,3,0,1,0,0,30,16
F du Plessis,MC Henriques,6,5,0,0,2,0,1,0,1,19,14
F du Plessis,MD Shanaka,1,1,0,0,0,0,0,0,0,1,2
F du Plessis,MG Johnson,2,2,0,0,2,0,1,0,2,16,7
F du Plessis,MJ McClenaghan,20,7,1,1,9,0,2,0,1,60,40
F du Plessis,MM Ali,2,15,2,0,1,0,0,0,1,23,20
F du Plessis,MM Sharma,1,7,2,0,2,0,0,0,1,19,12
F du Plessis,Mohammad Hafeez,4,14,2,0,0,0,0,0,0,18,20
F du Plessis,Mohammed Shami,1,0,0,0,0,0,1,0,1,6,2
F du Plessis,MR Marsh,7,3,3,0,2,0,2,0,0,29,17
F du Plessis,Mustafizur Rahman,1,0,0,0,0,0,0,0,0,0,1
F du Plessis,NL McCullum,7,5,1,0,0,0,0,0,0,7,13
F du Plessis,NLTC Perera,4,2,1,0,2,0,0,0,1,12,9
F du Plessis,NM Coulter-Nile,4,3,3,0,2,0,0,0,0,17,12
F du Plessis,P Kumar,6,9,1,0,3,0,0,0,0,23,19
F du Plessis,P Sahu,2,7,2,0,2,0,0,0,0,19,13
F du Plessis,PJ Cummins,2,6,1,0,1,0,0,0,0,12,10
F du Plessis,PP Chawla,6,10,2,0,3,0,0,0,0,26,21
F du Plessis,PP Ojha,2,2,0,0,0,0,0,0,0,2,4
F du Plessis,PV Tambe,6,11,4,0,4,0,1,0,1,41,26
F du Plessis,R Ashwin,9,4,1,0,1,0,2,0,2,22,17
F du Plessis,R Bhatia,3,13,2,0,0,0,0,0,0,17,18
F du Plessis,R Dhawan,4,1,3,0,1,0,0,0,1,11,9
F du Plessis,R Rampaul,4,1,0,0,1,0,1,0,0,11,7
F du Plessis,R Vinay Kumar,12,5,2,0,1,0,0,0,1,13,20
F du Plessis,RA Jadeja,1,8,1,0,0,0,1,0,0,16,11
F du Plessis,RAS Lakmal,5,6,1,0,0,0,0,0,2,8,12
F du Plessis,RG Sharma,0,2,2,0,0,0,1,0,0,12,5
F du Plessis,RJ Nicol,3,4,0,0,1,0,0,0,0,8,8
F du Plessis,RM Hira,12,6,0,0,3,0,1,0,1,24,22
F du Plessis,S Aravind,6,3,0,1,0,0,0,0,1,6,10
F du Plessis,S Badree,0,1,0,0,0,0,0,0,0,1,1
F du Plessis,S Gopal,0,3,0,0,0,0,0,0,0,3,3
F du Plessis,S Nadeem,0,2,2,0,0,0,0,0,0,6,4
F du Plessis,S Rana,0,1,0,0,0,0,0,0,0,1,1
F du Plessis,Saeed Ajmal,18,8,2,0,0,0,1,0,0,18,29
F du Plessis,Sandeep Sharma,4,7,0,0,5,0,0,0,0,27,16
F du Plessis,SB Jakati,5,8,1,0,3,0,2,0,0,34,19
F du Plessis,SCJ Broad,1,1,0,0,1,0,0,0,0,5,3
F du Plessis,Shahid Afridi,13,17,5,0,2,0,2,0,1,47,39
F du Plessis,Shakib Al Hasan,2,3,0,0,1,0,0,0,1,7,6
F du Plessis,Shoaib Malik,0,3,0,0,0,0,0,0,0,3,3
F du Plessis,SJ Benn,2,0,2,0,3,0,2,0,0,28,9
F du Plessis,SK Raina,3,5,2,0,2,0,1,0,0,23,13
F du Plessis,SL Malinga,9,11,1,0,0,0,0,0,3,13,21
F du Plessis,SMSM Senanayake,18,9,2,0,2,0,0,0,1,21,31
F du Plessis,Sohail Tanvir,6,7,1,0,2,0,0,0,0,17,16
F du Plessis,SP Narine,0,4,0,0,0,0,0,0,0,4,4
F du Plessis,SR Watson,1,2,0,0,0,0,0,0,1,2,3
F du Plessis,SS Cottrell,3,1,4,0,4,0,1,0,0,31,13
F du Plessis,ST Finn,1,0,0,0,0,0,0,0,1,0,1
F du Plessis,STR Binny,0,2,1,0,0,0,0,0,0,4,3
F du Plessis,TA Boult,0,2,0,0,1,0,0,0,0,6,3
F du Plessis,TG Southee,3,0,1,0,2,0,0,0,1,10,6
F du Plessis,TM Dilshan,1,2,0,0,1,0,1,0,0,12,5
F du Plessis,TT Bresnan,0,0,0,1,0,0,0,0,0,3,1
F du Plessis,Umar Gul,1,0,1,0,0,0,0,0,1,2,2
F du Plessis,UT Yadav,3,1,0,0,1,0,0,0,0,5,5
F du Plessis,V Kohli,0,2,1,0,0,0,0,0,0,4,3
F du Plessis,YS Chahal,6,13,1,0,0,0,0,0,1,15,20
F du Plessis,Yuvraj Singh,10,17,1,0,3,0,0,0,1,31,31
F du Plessis,Z Khan,3,1,3,0,0,0,1,0,0,13,8
Fawad Ahmed,JW Dernbach,2,3,0,0,0,0,0,0,0,3,5
FH Edwards,B Lee,1,0,0,0,0,0,0,0,1,0,1
G Gambhir,A Ashish Reddy,0,3,0,0,2,0,0,0,0,11,5
G Gambhir,A Mishra,0,8,1,0,0,0,0,0,0,10,9
G Gambhir,A Nehra,3,3,1,0,0,0,1,0,0,11,8
G Gambhir,AD Mathews,3,8,0,0,6,0,0,0,0,32,17
G Gambhir,AF Milne,1,1,0,0,0,0,0,0,0,1,2
G Gambhir,AN Ahmed,2,5,0,0,1,0,0,0,0,9,8
G Gambhir,Anureet Singh,5,1,0,0,2,0,0,0,0,9,8
G Gambhir,AR Patel,10,11,2,0,1,0,0,0,0,19,24
G Gambhir,B Kumar,11,16,1,0,6,0,0,0,0,42,34
G Gambhir,B Lee,7,7,0,0,2,0,0,0,0,15,16
G Gambhir,BB Sran,11,5,2,0,5,0,0,0,0,29,23
G Gambhir,BCJ Cutting,5,1,1,0,0,0,0,0,1,3,7
G Gambhir,BE Hendricks,1,1,0,0,1,0,0,0,0,5,3
G Gambhir,Bipul Sharma,0,3,0,0,0,0,0,0,0,3,3
G Gambhir,BW Hilfenhaus,2,3,1,0,0,0,0,0,0,5,6
G Gambhir,CH Morris,5,6,0,0,0,0,0,0,1,6,11
G Gambhir,CJ Anderson,1,1,0,0,0,0,0,0,0,1,2
G Gambhir,CJ Jordan,0,4,2,0,0,0,0,0,0,8,6
G Gambhir,CJ McKay,10,4,0,0,2,0,0,0,0,12,16
G Gambhir,CR Brathwaite,6,2,0,0,1,0,0,0,0,6,9
G Gambhir,D Wiese,2,1,0,0,1,0,0,0,1,5,4
G Gambhir,DJ Hooda,4,3,1,0,0,0,1,0,1,11,9
G Gambhir,DJ Hussey,3,2,2,0,0,0,0,0,1,6,7
G Gambhir,DJ Muthuswami,7,1,0,0,3,0,0,0,0,13,11
G Gambhir,DJG Sammy,1,2,0,0,1,0,0,0,0,6,4
G Gambhir,DS Kulkarni,1,1,1,0,1,0,0,0,0,7,4
G Gambhir,DT Christian,0,2,0,0,1,0,0,0,0,6,3
G Gambhir,DW Steyn,22,7,2,0,5,0,0,0,1,31,36
G Gambhir,GB Hogg,1,5,0,0,1,0,0,0,0,9,7
G Gambhir,GJ Maxwell,5,8,5,0,5,0,0,0,0,38,23
G Gambhir,GP Swann,3,6,0,0,0,0,0,0,0,6,9
G Gambhir,Gurkeerat Singh,3,4,0,0,0,0,0,0,1,4,7
G Gambhir,Harbhajan Singh,12,25,5,0,6,0,0,0,1,59,48
G Gambhir,HH Pandya,3,5,1,0,1,0,0,0,1,11,10
G Gambhir,HV Patel,3,4,0,0,0,0,0,0,0,4,7
G Gambhir,IC Pandey,8,2,1,0,3,0,0,0,2,16,14
G Gambhir,Imran Tahir,4,8,0,0,0,0,0,0,1,8,12
G Gambhir,Iqbal Abdulla,1,6,1,0,2,0,0,0,0,16,10
G Gambhir,J Botha,1,1,0,0,1,0,0,0,0,5,3
G Gambhir,J Suchith,1,6,3,0,1,0,1,0,1,22,12
G Gambhir,J Theron,1,1,0,1,2,0,0,0,0,12,5
G Gambhir,JA Morkel,1,4,0,0,4,0,1,0,0,26,10
G Gambhir,JC Tredwell,1,4,0,0,0,0,0,0,0,4,5
G Gambhir,JJ Bumrah,11,6,1,0,2,0,0,0,1,16,20
G Gambhir,JO Holder,1,0,1,0,1,0,1,0,1,12,4
G Gambhir,JP Duminy,1,7,0,0,2,0,1,0,0,21,11
G Gambhir,JP Faulkner,6,4,1,0,4,0,0,0,0,22,15
G Gambhir,JW Dernbach,9,6,0,0,4,0,0,0,0,22,19
G Gambhir,Karanveer Singh,1,0,0,0,0,0,0,0,1,0,1
G Gambhir,KD Mills,2,2,0,0,0,0,0,0,1,2,4
G Gambhir,KH Pandya,0,3,2,0,1,0,1,0,0,17,7
G Gambhir,KJ Abbott,2,4,0,0,1,0,0,0,0,8,7
G Gambhir,KS Williamson,1,2,0,0,0,0,0,0,0,2,3
G Gambhir,KV Sharma,4,5,2,0,4,0,0,0,1,25,15
G Gambhir,KW Richardson,2,2,0,0,1,0,0,0,0,6,5
G Gambhir,L Balaji,1,3,1,0,1,0,0,0,0,9,6
G Gambhir,LJ Wright,2,3,0,0,0,0,0,0,1,3,5
G Gambhir,LL Tsotsobe,4,3,0,1,0,0,0,0,0,6,8
G Gambhir,LR Shukla,1,2,1,0,0,0,1,0,0,10,5
G Gambhir,M Morkel,2,1,1,0,0,0,0,0,1,3,4
G Gambhir,MA Starc,5,2,0,0,3,0,0,0,2,14,10
G Gambhir,MC Henriques,4,5,1,0,3,0,0,0,0,19,13
G Gambhir,MG Johnson,9,7,0,0,3,0,0,0,1,19,19
G Gambhir,MJ McClenaghan,10,13,3,0,4,0,0,0,1,35,30
G Gambhir,MM Sharma,10,6,0,0,3,0,1,0,1,24,20
G Gambhir,Mohammad Hafeez,0,3,0,0,0,0,0,0,0,3,3
G Gambhir,Mohammad Irfan,6,7,1,1,0,0,0,0,0,12,15
G Gambhir,Mohammed Shami,8,9,1,0,0,0,0,0,0,11,18
G Gambhir,MP Stoinis,4,4,0,0,3,0,0,0,0,16,11
G Gambhir,MR Marsh,2,7,0,1,0,0,0,0,0,10,10
