Batsman,Bowler,0,1,2,3,4,5,6,7+,Wickets,Runs,Balls
Mandeep Singh,R Dhawan,0,1,3,0,0,0,0,0,0,7,4
Mandeep Singh,RS Bopara,1,0,0,0,0,0,0,0,1,0,1
Mandeep Singh,Sandeep Sharma,0,1,0,0,1,0,0,0,0,5,2
Mandeep Singh,SR Watson,1,6,0,0,0,0,0,0,0,6,7
Mandeep Singh,STR Binny,7,1,1,0,1,0,0,0,1,7,10
Mandeep Singh,TG Southee,1,1,0,0,1,0,0,0,0,5,3
Mandeep Singh,UT Yadav,0,1,0,0,2,0,0,0,0,9,3
Mandeep Singh,VR Aaron,0,2,0,0,1,0,0,0,0,6,3
Mandeep Singh,YK Pathan,2,0,0,0,0,0,1,0,1,6,3
MC Henriques,A Mishra,2,3,6,0,0,0,2,0,0,27,13
MC Henriques,A Zampa,2,3,0,0,0,0,0,0,1,3,5
MC Henriques,AB Dinda,1,4,0,0,1,0,1,0,0,14,7
MC Henriques,AD Russell,5,0,1,0,1,0,0,0,0,6,7
MC Henriques,AF Milne,1,0,0,0,0,0,0,0,1,0,1
MC Henriques,Anureet Singh,1,5,0,0,0,0,0,0,0,5,6
MC Henriques,AR Patel,5,10,2,0,2,0,0,0,0,22,19
MC Henriques,B Kumar,3,1,0,0,1,0,0,0,1,5,5
MC Henriques,BE Hendricks,0,2,0,0,2,0,0,0,0,10,4
MC Henriques,CJ Jordan,1,0,0,0,0,0,0,0,1,0,1
MC Henriques,CR Brathwaite,2,2,0,0,1,0,0,0,0,6,5
MC Henriques,D Wiese,1,1,0,0,0,0,0,0,1,1,2
MC Henriques,DJ Bravo,1,0,0,0,0,0,0,0,1,0,1
MC Henriques,DR Smith,1,0,0,0,0,0,0,0,1,0,1
MC Henriques,DS Kulkarni,2,2,0,0,2,0,0,0,0,10,6
MC Henriques,GB Hogg,2,3,0,0,0,0,0,0,1,3,5
MC Henriques,GJ Maxwell,2,3,0,0,1,0,0,0,0,7,6
MC Henriques,Gurkeerat Singh,3,2,0,0,1,0,0,0,1,6,6
MC Henriques,Harbhajan Singh,3,3,0,0,1,0,1,0,0,13,8
MC Henriques,HH Pandya,1,1,0,0,0,0,0,0,0,1,2
MC Henriques,HV Patel,4,3,1,0,4,0,1,0,0,27,13
MC Henriques,I Sharma,0,1,0,0,0,0,0,0,0,1,1
MC Henriques,Iqbal Abdulla,0,2,0,0,0,0,0,0,0,2,2
MC Henriques,J Botha,0,4,0,0,0,0,0,0,0,4,4
MC Henriques,J Suchith,2,1,0,0,0,0,0,0,1,1,3
MC Henriques,J Yadav,7,4,1,0,0,0,0,0,0,6,12
MC Henriques,JA Morkel,1,3,3,0,0,0,2,0,0,21,9
MC Henriques,JJ Bumrah,2,4,0,0,0,0,0,0,0,4,6
MC Henriques,JO Holder,0,4,0,0,1,0,0,0,0,8,5
MC Henriques,JP Duminy,2,2,4,0,1,0,0,0,1,14,9
MC Henriques,JP Faulkner,3,3,1,0,4,0,0,0,0,21,11
MC Henriques,Kuldeep Yadav,2,4,2,0,0,0,1,0,1,14,9
MC Henriques,KW Richardson,2,1,0,0,0,0,2,0,0,13,5
MC Henriques,M Morkel,4,1,0,0,0,0,0,0,0,1,5
MC Henriques,M Vijay,0,7,0,0,0,0,0,0,0,7,7
MC Henriques,MA Starc,0,1,1,0,0,0,0,0,0,3,2
MC Henriques,MG Johnson,0,3,0,0,0,0,0,0,0,3,3
MC Henriques,MJ McClenaghan,5,4,0,0,1,0,0,0,0,8,10
MC Henriques,MM Sharma,1,0,0,0,0,0,0,0,0,0,1
MC Henriques,Mohammed Shami,1,0,0,0,0,0,0,0,1,0,1
MC Henriques,MR Marsh,1,0,0,0,0,0,0,0,1,0,1
MC Henriques,NLTC Perera,0,1,1,0,1,0,0,0,0,7,3
MC Henriques,NM Coulter-Nile,1,3,0,0,1,0,0,0,0,7,5
MC Henriques,P Kumar,1,1,0,0,1,0,0,0,0,5,3
MC Henriques,P Negi,1,2,0,0,1,0,0,0,1,6,4
MC Henriques,Parvez Rasool,4,3,0,0,0,0,0,0,0,3,7
MC Henriques,PP Chawla,2,7,0,0,0,0,0,0,0,7,9
MC Henriques,PV Tambe,11,5,0,0,0,0,0,0,1,5,16
MC Henriques,R Ashwin,2,1,0,0,0,0,0,0,0,1,3
MC Henriques,R Bhatia,0,2,0,0,0,0,0,0,0,2,2
MC Henriques,R Dhawan,1,1,0,0,0,0,0,0,0,1,2
MC Henriques,R Vinay Kumar,2,5,0,0,0,0,0,0,0,5,7
MC Henriques,RA Jadeja,1,3,1,0,0,0,0,0,0,5,5
MC Henriques,RN ten Doeschate,1,2,0,0,0,0,0,0,0,2,3
MC Henriques,S Kaushik,6,1,2,0,1,0,0,0,0,9,10
MC Henriques,S Prasanna,1,1,0,0,0,0,0,0,0,1,2
MC Henriques,Sandeep Sharma,5,2,0,0,0,0,0,0,2,2,7
MC Henriques,Shakib Al Hasan,4,2,1,0,0,0,0,0,0,4,7
MC Henriques,SK Raina,2,1,0,0,0,0,2,0,0,13,5
MC Henriques,SL Malinga,3,1,0,0,0,0,0,0,0,1,4
MC Henriques,SP Narine,1,3,0,0,1,0,0,0,1,7,5
MC Henriques,SR Watson,4,6,1,0,0,0,0,0,1,8,11
MC Henriques,SS Pathirana,1,0,0,0,0,0,0,0,1,0,1
MC Henriques,T Shamsi,1,2,1,0,1,0,1,0,0,14,6
MC Henriques,TG Southee,4,1,0,0,0,0,0,0,1,1,5
MC Henriques,UT Yadav,2,5,0,0,2,0,0,0,1,13,9
MC Henriques,YK Pathan,2,3,1,0,1,0,3,0,0,27,10
MC Henriques,YS Chahal,2,5,1,0,2,0,2,0,0,27,12
MC Henriques,Z Khan,1,3,1,0,0,0,1,0,0,11,6
MD Gunathilaka,A Nehra,7,0,1,0,0,0,1,0,2,8,9
MD Gunathilaka,AF Milne,1,1,1,0,1,0,0,0,1,7,4
MD Gunathilaka,CJ Jordan,0,1,1,0,2,0,0,0,0,11,4
MD Gunathilaka,GD Elliott,1,2,0,0,0,0,1,0,0,8,4
MD Gunathilaka,IS Sodhi,1,2,2,0,0,0,0,0,1,6,5
MD Gunathilaka,JJ Bumrah,9,1,0,0,0,0,0,0,0,1,10
MD Gunathilaka,LA Dawson,1,1,0,0,1,0,0,0,1,5,3
MD Gunathilaka,LE Plunkett,2,0,1,0,1,0,0,0,0,6,4
MD Gunathilaka,MJ Henry,3,2,1,0,3,0,1,0,0,22,10
MD Gunathilaka,MJ McClenaghan,2,3,1,0,0,0,0,0,0,5,6
MD Gunathilaka,R Ashwin,4,2,0,0,0,0,0,0,0,2,6
MD Gunathilaka,TA Boult,1,4,1,0,0,0,0,0,0,6,6
MD Gunathilaka,TS Mills,2,2,1,0,0,0,0,0,0,4,5
MD Shanaka,CJ Jordan,3,0,0,0,1,0,0,0,1,4,4
MD Shanaka,DJ Willey,2,1,0,0,1,0,1,0,0,11,5
MD Shanaka,DW Steyn,3,2,0,0,1,0,0,0,0,6,6
MD Shanaka,F Behardien,2,2,0,0,0,0,1,0,0,8,5
MD Shanaka,HH Pandya,2,3,1,0,0,0,0,0,0,5,6
MD Shanaka,Imran Tahir,1,3,0,0,0,0,0,0,0,3,4
MD Shanaka,JJ Bumrah,2,1,0,0,0,0,1,0,0,7,4
MD Shanaka,KJ Abbott,0,3,0,0,0,0,0,0,0,3,3
MD Shanaka,LA Dawson,0,1,0,0,0,0,0,0,0,1,1
MD Shanaka,Mohammad Irfan,2,1,0,0,0,0,0,0,1,1,3
MD Shanaka,R Ashwin,11,1,0,0,0,0,0,0,2,1,12
MD Shanaka,RA Jadeja,15,2,1,0,1,0,0,0,1,8,19
MD Shanaka,SK Raina,2,4,0,0,0,0,2,0,0,16,8
MD Shanaka,Sohail Tanvir,0,2,0,0,1,0,0,0,0,6,3
MD Shanaka,Yuvraj Singh,2,1,0,0,0,0,2,0,0,13,5
MDKJ Perera,AM Ellis,0,2,0,0,0,0,0,0,0,2,2
MDKJ Perera,Anwar Ali,1,3,2,0,0,0,0,0,1,7,6
MDKJ Perera,AP Devcich,1,3,1,0,0,0,0,0,0,5,5
MDKJ Perera,B Kumar,4,1,0,0,1,0,0,0,0,5,6
MDKJ Perera,B Laughlin,2,1,0,0,1,0,0,0,0,5,4
MDKJ Perera,BCJ Cutting,2,3,1,1,1,0,1,0,0,18,9
MDKJ Perera,Bilawal Bhatti,2,2,1,0,0,0,0,0,0,4,5
MDKJ Perera,CJ Jordan,7,1,0,0,0,0,0,0,1,1,8
MDKJ Perera,CR Woakes,2,0,0,0,0,0,1,0,0,6,3
MDKJ Perera,D Bishoo,0,2,0,0,0,0,1,0,0,8,3
MDKJ Perera,D Wiese,2,1,0,0,0,0,0,0,1,1,3
MDKJ Perera,DJ Bravo,1,1,0,0,1,0,0,0,0,5,3
MDKJ Perera,DJG Sammy,2,0,0,0,2,0,0,0,0,8,4
MDKJ Perera,DW Steyn,2,1,0,0,2,0,1,0,0,15,6
MDKJ Perera,GJ Maxwell,4,3,0,0,2,0,0,0,2,11,9
MDKJ Perera,Imran Tahir,4,6,0,0,0,0,0,0,2,6,10
MDKJ Perera,JA Morkel,1,1,0,0,1,0,0,0,0,5,3
MDKJ Perera,JE Root,3,0,0,0,1,0,0,0,0,4,4
MDKJ Perera,JE Taylor,6,1,0,0,3,0,0,0,1,13,10
MDKJ Perera,JO Holder,2,1,1,0,2,0,0,0,0,11,6
MDKJ Perera,JP Duminy,1,4,0,0,1,0,0,0,0,8,6
MDKJ Perera,JP Faulkner,3,1,0,0,0,0,0,0,1,1,4
MDKJ Perera,JW Dernbach,2,0,0,0,0,0,0,0,1,0,2
MDKJ Perera,JW Hastings,3,2,0,0,0,0,0,0,0,2,5
MDKJ Perera,K Santokie,4,0,2,0,2,0,1,0,1,18,9
MDKJ Perera,KA Pollard,1,1,0,0,0,0,0,0,1,1,2
MDKJ Perera,KD Mills,6,2,0,0,3,0,2,0,0,26,13
MDKJ Perera,LE Plunkett,3,0,3,0,0,0,0,0,1,6,6
MDKJ Perera,LL Tsotsobe,12,10,3,0,3,0,1,0,0,34,29
MDKJ Perera,M Morkel,14,3,0,0,4,0,1,0,1,25,22
MDKJ Perera,MA Starc,13,2,1,0,5,0,0,0,0,24,21
MDKJ Perera,MJ McClenaghan,4,3,1,0,3,0,1,0,0,23,12
MDKJ Perera,MM Ali,2,1,1,0,0,0,0,0,0,3,4
MDKJ Perera,MM Sharma,1,0,0,0,0,0,0,0,1,0,1
MDKJ Perera,Mohammad Hafeez,3,8,2,0,0,0,0,0,0,12,13
MDKJ Perera,NL McCullum,0,6,0,0,1,0,0,0,0,10,7
MDKJ Perera,R Rampaul,1,2,0,0,0,0,0,0,0,2,3
MDKJ Perera,RJ Nicol,1,2,0,0,0,0,0,0,1,2,3
MDKJ Perera,S Badree,0,2,0,0,0,0,1,0,0,8,3
MDKJ Perera,Saeed Ajmal,7,8,0,0,0,0,0,0,1,8,15
MDKJ Perera,Shahid Afridi,0,4,0,0,2,0,1,0,0,18,7
MDKJ Perera,Shoaib Malik,3,1,0,0,1,0,0,0,1,5,5
MDKJ Perera,SM Boland,3,0,0,0,1,0,0,0,1,4,4
MDKJ Perera,Sohail Tanvir,11,6,4,0,3,0,1,0,0,32,25
MDKJ Perera,SP Narine,6,4,0,0,0,0,0,0,0,4,10
MDKJ Perera,TA Boult,1,1,0,0,1,0,0,0,1,5,3
MDKJ Perera,TS Mills,2,0,1,0,1,0,0,0,0,6,4
MDKJ Perera,Usman Khan,4,4,3,0,2,0,3,0,0,36,16
MDKJ Perera,WD Parnell,1,0,0,0,0,0,0,0,0,0,1
MDKJ Perera,XJ Doherty,2,1,4,0,0,0,0,0,0,9,7
MEK Hussey,A Nehra,2,3,0,0,0,0,0,0,0,3,5
MEK Hussey,Ankit Sharma,2,5,2,1,0,0,1,0,1,18,11
MEK Hussey,AR Patel,3,2,0,0,0,0,0,0,1,2,5
MEK Hussey,BE Hendricks,2,1,0,0,0,0,0,0,0,1,3
MEK Hussey,BW Hilfenhaus,2,0,0,0,0,0,0,0,1,0,2
MEK Hussey,D Wiese,3,7,0,0,1,0,0,0,1,11,11
MEK Hussey,DJ Bravo,3,8,2,0,1,0,1,0,0,22,15
MEK Hussey,DJG Sammy,4,4,0,0,2,0,2,0,0,24,12
MEK Hussey,DR Smith,1,1,0,0,1,0,0,0,0,5,3
MEK Hussey,DS Kulkarni,3,5,1,1,0,0,2,0,0,22,12
MEK Hussey,DW Steyn,1,0,0,0,1,0,0,0,0,4,2
MEK Hussey,FH Edwards,0,2,0,0,1,0,0,0,0,6,3
MEK Hussey,GE Mathurin,1,7,1,0,0,0,0,0,0,9,9
MEK Hussey,HV Patel,2,2,0,0,1,0,0,0,0,6,5
MEK Hussey,IC Pandey,9,3,0,0,2,0,0,0,0,11,14
MEK Hussey,Imran Tahir,1,3,0,0,0,0,1,0,0,9,5
MEK Hussey,J Botha,3,5,1,1,0,0,0,0,0,10,10
MEK Hussey,JA Morkel,4,2,0,0,0,0,0,0,1,2,6
MEK Hussey,JD Unadkat,2,4,0,0,2,0,0,0,1,12,8
MEK Hussey,JH Kallis,0,1,0,0,0,0,0,0,0,1,1
MEK Hussey,JP Duminy,5,6,0,0,0,0,0,0,0,6,11
MEK Hussey,JP Faulkner,3,3,0,0,1,0,1,0,0,13,8
MEK Hussey,K Santokie,4,1,0,0,1,0,0,0,0,5,6
MEK Hussey,KA Pollard,0,3,1,0,0,0,0,0,0,5,4
MEK Hussey,KK Cooper,2,3,1,0,0,0,0,0,1,5,6
MEK Hussey,LR Shukla,0,1,0,0,0,0,0,0,0,1,1
MEK Hussey,M Morkel,9,3,0,0,0,0,0,0,0,3,12
MEK Hussey,MA Starc,6,7,2,0,2,0,0,0,0,19,17
MEK Hussey,MJ McClenaghan,3,2,0,0,1,0,0,0,1,6,6
MEK Hussey,MM Sharma,2,2,0,0,2,0,0,0,0,10,6
MEK Hussey,MN Samuels,6,4,0,1,1,0,1,0,2,17,13
MEK Hussey,Mohammad Hafeez,3,11,0,0,0,0,1,0,0,17,15
MEK Hussey,R Ashwin,3,2,0,1,0,0,1,0,0,11,7
MEK Hussey,R Bhatia,1,5,0,0,1,0,0,0,0,9,7
MEK Hussey,R Dhawan,1,2,0,0,0,0,0,0,0,2,3
MEK Hussey,R Vinay Kumar,6,2,1,0,1,0,1,0,1,14,11
MEK Hussey,RA Jadeja,2,3,1,0,0,0,0,0,1,5,6
MEK Hussey,Raza Hasan,1,9,0,0,0,0,0,0,0,9,10
MEK Hussey,RJ Peterson,3,5,0,0,0,0,1,0,0,11,9
MEK Hussey,S Aravind,2,5,2,0,1,0,0,0,0,13,10
MEK Hussey,S Badree,2,1,1,0,2,0,0,0,0,11,6
MEK Hussey,S Kaul,2,2,0,0,3,0,0,0,0,14,7
MEK Hussey,S Nadeem,1,7,0,0,0,0,1,0,0,13,9
MEK Hussey,Saeed Ajmal,14,10,0,0,0,0,0,0,1,10,24
MEK Hussey,Sandeep Sharma,4,2,0,0,0,0,0,0,1,2,6
MEK Hussey,Shahid Afridi,2,8,0,0,2,0,0,0,0,16,12
MEK Hussey,Shoaib Malik,1,4,1,0,1,0,1,0,0,16,8
MEK Hussey,SL Malinga,4,3,0,0,0,0,0,0,0,3,7
MEK Hussey,Sohail Tanvir,2,1,0,0,1,0,0,0,1,5,4
MEK Hussey,SP Narine,6,8,0,1,1,0,0,0,1,15,16
MEK Hussey,SR Watson,1,0,0,0,1,0,0,0,0,4,2
MEK Hussey,STR Binny,1,1,1,0,1,0,0,0,0,7,4
MEK Hussey,Umar Gul,9,5,2,0,2,0,0,0,1,17,18
MEK Hussey,WD Parnell,9,7,1,0,3,0,1,0,0,27,21
MEK Hussey,YS Chahal,3,6,0,1,0,0,2,0,0,21,12
MF Maharoof,CJ Jordan,3,3,1,0,0,0,0,0,1,5,7
MF Maharoof,LE Plunkett,3,2,1,0,0,0,0,0,0,4,6
MF Maharoof,TS Mills,2,1,0,0,0,0,0,0,0,1,3
MG Johnson,B Kumar,3,1,2,0,0,0,0,0,1,5,6
MG Johnson,BW Hilfenhaus,0,1,0,0,0,0,0,0,0,1,1
MG Johnson,CH Morris,5,3,1,0,1,0,0,0,1,9,10
MG Johnson,DW Steyn,2,0,0,0,0,0,0,0,0,0,2
MG Johnson,HV Patel,1,1,1,0,0,0,1,0,0,9,4
MG Johnson,J Yadav,4,0,1,0,0,0,0,0,0,2,5
MG Johnson,JP Faulkner,1,1,2,0,0,0,0,0,1,5,4
MG Johnson,JW Dernbach,1,3,0,0,0,0,0,0,0,3,4
MG Johnson,M Morkel,1,1,0,0,0,0,0,0,1,1,2
MG Johnson,MA Starc,3,0,0,0,1,0,0,0,1,4,4
MG Johnson,MJ McClenaghan,1,1,0,0,0,0,0,0,1,1,2
MG Johnson,MM Sharma,1,3,0,0,2,0,0,0,0,11,6
MG Johnson,P Kumar,1,3,0,0,0,0,0,0,0,3,4
MG Johnson,P Suyal,1,1,0,0,0,0,0,0,0,1,2
MG Johnson,R Ashwin,0,1,0,0,0,0,0,0,0,1,1
MG Johnson,R Vinay Kumar,2,3,0,0,0,0,1,0,0,9,6
MG Johnson,RA Jadeja,1,0,0,0,0,0,0,0,1,0,1
MG Johnson,S Aravind,1,1,0,0,0,0,0,0,0,1,2
MG Johnson,Shakib Al Hasan,0,1,0,0,0,0,1,0,0,7,2
MG Johnson,SL Malinga,3,1,0,0,0,0,0,0,0,1,4
MG Johnson,SP Narine,9,2,1,0,1,0,1,0,2,14,14
MG Johnson,ST Finn,1,0,0,0,0,0,0,0,0,0,1
MG Johnson,TG Southee,3,0,0,0,0,0,0,0,0,0,3
MG Johnson,UT Yadav,6,1,1,0,0,0,0,0,0,3,8
MG Johnson,VR Aaron,3,3,0,0,0,0,0,0,0,3,6
MG Johnson,Z Khan,0,1,0,0,0,0,0,0,0,1,1
Misbah-ul-Haq,GP Swann,10,14,0,0,0,0,0,0,1,14,24
Misbah-ul-Haq,JW Dernbach,3,6,0,0,1,0,0,0,1,10,10
Misbah-ul-Haq,RS Bopara,3,0,0,0,1,0,0,0,0,4,4
Misbah-ul-Haq,SCJ Broad,12,6,1,0,1,0,0,0,0,12,20
Misbah-ul-Haq,SR Patel,3,12,1,0,1,0,1,0,0,24,18
Misbah-ul-Haq,ST Finn,3,3,0,0,0,0,0,0,0,3,6
MJ Guptill,A Dananjaya,2,0,0,0,0,0,0,0,1,0,2
MJ Guptill,A Mishra,4,4,0,0,1,0,0,0,0,8,9
MJ Guptill,A Zampa,2,2,0,0,0,0,0,0,0,2,4
MJ Guptill,AC Agar,3,0,0,0,0,0,3,0,0,18,6
MJ Guptill,AD Mathews,5,3,0,0,1,0,0,0,0,7,9
MJ Guptill,AM Phangiso,14,10,2,0,4,0,4,0,1,54,34
MJ Guptill,Anwar Ali,3,2,0,0,2,0,1,0,0,16,8
MJ Guptill,B Kumar,3,0,1,0,0,0,0,0,1,2,4
MJ Guptill,BAW Mendis,1,1,2,0,1,0,0,0,0,9,5
MJ Guptill,CH Morris,2,2,0,0,0,0,1,0,0,8,5
MJ Guptill,CJ Jordan,4,1,0,0,1,0,0,0,0,5,6
MJ Guptill,D Wiese,2,7,1,0,3,0,0,0,0,21,13
MJ Guptill,DJ Willey,3,2,1,0,3,0,0,0,2,16,9
MJ Guptill,DJG Sammy,3,3,0,0,1,0,0,0,1,7,7
MJ Guptill,DR Briggs,2,1,0,0,1,0,0,0,0,5,4
MJ Guptill,DR Smith,2,0,0,0,1,0,0,0,1,4,3
MJ Guptill,DS Kulkarni,2,2,0,0,0,0,0,0,0,2,4
MJ Guptill,DSNFG Jayasuriya,4,1,0,0,0,0,0,0,0,1,5
MJ Guptill,DW Steyn,4,1,0,0,0,0,0,0,0,1,5
MJ Guptill,E Leie,1,5,1,0,1,0,2,0,0,23,10
MJ Guptill,F Behardien,1,1,0,0,0,0,0,0,1,1,2
MJ Guptill,FH Edwards,6,3,0,0,1,0,1,0,0,13,11
MJ Guptill,HMRKB Herath,1,0,0,0,0,0,0,0,0,0,1
MJ Guptill,I Udana,2,3,0,0,2,0,1,0,0,17,8
MJ Guptill,IK Pathan,3,0,0,0,0,0,0,0,1,0,3
MJ Guptill,Imad Wasim,6,14,0,0,3,0,2,0,0,38,25
MJ Guptill,Imran Tahir,1,5,0,0,1,0,2,0,0,21,9
MJ Guptill,J Botha,8,10,0,0,1,0,1,0,1,20,20
MJ Guptill,J Theron,3,6,2,0,1,0,0,0,0,14,12
MJ Guptill,JA Morkel,7,3,1,0,2,0,2,0,1,25,15
MJ Guptill,JC Tredwell,5,13,2,0,2,0,1,0,1,31,23
MJ Guptill,JDF Vandersay,2,6,2,0,3,0,1,0,0,28,14
MJ Guptill,JE Root,1,4,0,1,0,0,0,0,0,7,6
MJ Guptill,JO Holder,3,1,0,0,0,0,0,0,1,1,4
MJ Guptill,JP Duminy,1,7,1,0,2,0,0,0,0,17,11
MJ Guptill,JP Faulkner,1,0,0,0,0,0,0,0,1,0,1
MJ Guptill,JW Dernbach,5,11,2,0,5,0,1,0,1,41,24
MJ Guptill,K Rabada,3,5,0,0,0,0,0,0,0,5,8
MJ Guptill,KJ Abbott,11,3,0,0,4,0,1,0,0,25,19
MJ Guptill,KMDN Kulasekara,6,6,3,0,2,0,1,0,0,26,18
MJ Guptill,LJ Wright,3,7,0,0,1,0,1,0,1,17,12
MJ Guptill,LL Tsotsobe,13,10,0,0,7,0,2,0,0,50,32
MJ Guptill,M de Lange,5,3,1,0,3,0,0,0,1,17,12
MJ Guptill,M Morkel,19,18,3,0,5,0,2,0,0,56,47
MJ Guptill,MM Ali,1,2,0,0,0,0,0,0,0,2,3
MJ Guptill,Mohammad Amir,11,5,1,0,7,0,0,0,0,35,24
MJ Guptill,Mohammad Hafeez,1,5,0,0,0,0,0,0,0,5,6
MJ Guptill,Mohammad Irfan,3,4,1,0,2,0,1,0,0,20,11
MJ Guptill,Mohammad Sami,5,1,0,0,2,0,1,0,1,15,9
MJ Guptill,NLTC Perera,5,2,1,0,2,0,4,0,1,36,14
MJ Guptill,NM Coulter-Nile,2,3,0,0,2,0,1,0,0,17,8
MJ Guptill,P Kumar,1,1,0,0,0,0,0,0,0,1,2
MJ Guptill,PVD Chameera,1,2,0,0,1,0,1,0,0,12,5
MJ Guptill,R Ashwin,1,0,0,0,0,0,1,0,1,6,2
MJ Guptill,R McLaren,6,9,1,0,1,0,0,0,0,15,17
MJ Guptill,R Rampaul,6,3,0,0,1,0,0,0,0,7,10
MJ Guptill,RAS Lakmal,3,3,0,0,2,0,1,0,0,17,9
MJ Guptill,Raza Hasan,1,1,0,0,0,0,0,0,0,1,2
MJ Guptill,RJ Peterson,9,8,0,0,3,0,2,0,0,32,22
MJ Guptill,RK Kleinveldt,4,5,1,0,3,0,0,0,0,19,13
MJ Guptill,S Badree,10,13,1,0,3,0,0,0,0,27,27
MJ Guptill,S Nadeem,5,3,0,2,0,0,0,0,0,9,10
MJ Guptill,SCJ Broad,7,14,0,0,0,0,0,0,1,14,21
MJ Guptill,Shahid Afridi,13,10,6,0,8,0,2,0,2,66,39
MJ Guptill,Shoaib Malik,2,1,1,0,1,0,0,0,0,7,5
MJ Guptill,SL Malinga,4,1,1,0,2,0,0,0,0,11,8
MJ Guptill,Sohail Tanvir,4,2,1,0,0,0,1,0,0,10,8
MJ Guptill,SP Narine,5,1,0,0,0,0,0,0,2,1,6
MJ Guptill,SR Patel,1,6,1,0,0,0,1,0,0,14,9
MJ Guptill,SR Watson,6,2,0,0,0,0,0,0,0,2,8
MJ Guptill,ST Finn,12,13,2,0,3,0,1,0,1,35,31
MJ Guptill,TL Best,3,2,0,0,3,0,1,0,1,20,9
MJ Guptill,Umar Gul,3,2,0,1,0,0,1,0,0,11,7
MJ Guptill,Wahab Riaz,6,5,0,0,2,0,1,0,0,19,14
MJ Guptill,WD Parnell,1,1,0,0,1,0,0,0,0,5,3
MJ Guptill,Z Khan,8,3,0,0,0,0,0,0,1,3,11
MJ Henry,Mohammad Amir,1,0,1,0,1,0,0,0,1,6,3
MJ Henry,Umar Gul,1,0,0,0,1,0,0,0,0,4,2
MJ Lumb,AB Dinda,6,1,0,0,2,0,0,0,0,9,9
MJ Lumb,AD Russell,0,1,1,0,0,0,0,0,0,3,2
MJ Lumb,AM Ellis,0,1,0,0,0,0,1,0,0,7,2
MJ Lumb,BE Hendricks,3,1,0,0,0,0,1,0,0,7,5
MJ Lumb,BJ Hodge,2,1,0,0,2,0,0,0,0,9,5
MJ Lumb,CJ Anderson,1,2,1,0,1,0,0,0,0,8,5
MJ Lumb,DJG Sammy,1,2,1,0,1,0,0,0,0,8,5
MJ Lumb,DW Steyn,2,1,0,0,0,0,1,0,0,7,4
MJ Lumb,Fawad Ahmed,4,2,0,0,0,0,0,0,1,2,6
MJ Lumb,GJ Maxwell,1,1,0,0,1,0,0,0,0,5,3
MJ Lumb,IG Butler,4,6,0,1,0,0,2,0,0,21,13
MJ Lumb,JA Morkel,2,0,0,0,0,0,0,0,0,0,2
MJ Lumb,JEC Franklin,0,2,0,0,0,0,0,0,0,2,2
MJ Lumb,JP Faulkner,0,1,0,0,0,0,0,0,0,1,1
MJ Lumb,JR Hazlewood,2,0,0,0,0,0,1,0,1,6,3
MJ Lumb,K Santokie,5,3,0,0,1,0,1,0,1,13,10
MJ Lumb,KD Mills,3,2,0,0,0,0,0,0,0,2,5
MJ Lumb,KMDN Kulasekara,5,0,0,0,0,0,0,0,1,0,5
MJ Lumb,M Morkel,0,1,0,0,0,0,0,0,0,1,1
MJ Lumb,MA Starc,1,1,0,0,0,0,0,0,0,1,2
MJ Lumb,MG Johnson,8,2,2,0,4,0,0,0,1,22,16
MJ Lumb,MJ McClenaghan,22,11,1,0,6,0,2,0,3,49,42
MJ Lumb,NL McCullum,9,9,2,0,2,0,3,0,2,39,25
MJ Lumb,NM Coulter-Nile,8,0,1,0,6,0,0,0,1,26,15
MJ Lumb,P Awana,5,2,1,0,3,0,1,0,0,22,12
MJ Lumb,PP Chawla,1,1,1,0,0,0,0,0,0,3,3
MJ Lumb,R Ashwin,12,3,2,0,1,0,1,0,1,17,19
MJ Lumb,R Rampaul,5,1,1,0,3,0,0,0,0,15,10
MJ Lumb,RM Hira,0,0,0,0,1,0,1,0,0,10,2
MJ Lumb,S Badree,6,3,1,0,0,0,0,0,1,5,10
MJ Lumb,SP Narine,6,2,0,0,3,0,1,0,0,20,12
MJ Lumb,SR Watson,1,2,2,0,2,0,1,0,0,20,8
MJ Lumb,SS Cottrell,6,3,1,0,4,0,0,0,1,21,14
MJ Lumb,TA Boult,9,4,1,0,1,0,0,0,0,10,15
MJ Lumb,TG Southee,0,0,1,0,0,0,1,0,0,8,2
MJ Lumb,WD Parnell,4,0,0,0,2,0,0,0,2,8,6
MJ Lumb,Yuvraj Singh,1,0,0,0,0,0,0,0,1,0,1
MJ McClenaghan,B Kumar,0,1,0,0,0,0,0,0,0,1,1
MJ McClenaghan,BA Stokes,1,1,0,0,0,0,0,0,0,1,2
MJ McClenaghan,DJ Willey,1,0,0,0,0,0,0,0,1,0,1
MJ McClenaghan,DW Steyn,1,0,0,0,0,0,0,0,0,0,1
MJ McClenaghan,I Sharma,0,2,0,0,0,0,0,0,0,2,2
MJ McClenaghan,Imran Tahir,1,0,0,0,0,0,0,0,1,0,1
MJ McClenaghan,JW Dernbach,4,1,0,0,1,0,0,0,0,5,6
MJ McClenaghan,Kuldeep Yadav,2,1,0,0,0,0,1,0,1,7,4
MJ McClenaghan,MC Henriques,1,2,0,0,0,0,0,0,0,2,3
MJ McClenaghan,MM Sharma,1,0,0,0,1,0,0,0,0,4,2
MJ McClenaghan,Mustafizur Rahman,3,2,0,0,1,0,0,0,1,6,6
