KH Pandya,http://www.espncricinfo.com/indian-premier-league-2016/content/player/471342.html
I Sharma,http://www.espncricinfo.com/ci/content/player/236779.html
M Manhas,http://www.espncricinfo.com/indian-premier-league-2014/content/player/31001.html
JD Unadkat,http://www.espncricinfo.com/indian-premier-league-2014/content/player/390484.html
A Mishra,http://www.espncricinfo.com/indian-premier-league-2016/content/player/31107.html
CAK Walton,http://www.espncricinfo.com/ci/content/player/315586.html
RA Jadeja,http://www.espncricinfo.com/ci/content/player/234675.html
DPMD Jayawardene,http://www.espncricinfo.com/ci/content/player/49289.html
KM Jadhav,http://www.espncricinfo.com/indian-premier-league-2016/content/player/290716.html
Usman Khan,http://www.espncricinfo.com/ci/content/player/697279.html
Sandeep Sharma,http://www.espncricinfo.com/indian-premier-league-2016/content/player/438362.html
Shahid Afridi,http://www.espncricinfo.com/ci/content/player/42639.html
AN Ahmed,http://www.espncricinfo.com/indian-premier-league-2015/content/player/228430.html
LL Tsotsobe,http://www.espncricinfo.com/ci/content/player/47666.html
BMAJ Mendis,http://www.espncricinfo.com/ci/content/player/49700.html
Y Venugopal Rao,http://www.espncricinfo.com/indian-premier-league-2014/content/player/35805.html
JP Duminy,http://www.espncricinfo.com/ci/content/player/44932.html
H Davids,http://www.espncricinfo.com/ci/content/player/44752.html
Parvez Rasool,http://www.espncricinfo.com/indian-premier-league-2016/content/player/378496.html
NO Miller,http://www.espncricinfo.com/ci/content/player/52622.html
Zulfiqar Babar,http://www.espncricinfo.com/ci/content/player/43871.html
JJ Roy,http://www.espncricinfo.com/ci/content/player/298438.html
DJ Hussey,http://www.espncricinfo.com/ci/content/player/5766.html
MG Johnson,http://www.espncricinfo.com/ci/content/player/6033.html
L Ronchi,http://www.espncricinfo.com/ci/content/player/7502.html
SV Samson,http://www.espncricinfo.com/indian-premier-league-2016/content/player/425943.html
DW Steyn,http://www.espncricinfo.com/ci/content/player/47492.html
M Vohra,http://www.espncricinfo.com/indian-premier-league-2016/content/player/532856.html
Kamran Akmal,http://www.espncricinfo.com/ci/content/player/41028.html
CH Morris,http://www.espncricinfo.com/ci/content/player/439952.html
Asad Shafiq,http://www.espncricinfo.com/ci/content/player/316397.html
S Gopal,http://www.espncricinfo.com/indian-premier-league-2016/content/player/344580.html
CRD Fernando,http://www.espncricinfo.com/ci/content/player/48835.html
SPD Smith,http://www.espncricinfo.com/ci/content/player/267192.html
P Sahu,http://www.espncricinfo.com/indian-premier-league-2016/content/player/34155.html
DR Briggs,http://www.espncricinfo.com/ci/content/player/310107.html
JW Dernbach,http://www.espncricinfo.com/ci/content/player/12461.html
S Kaul,http://www.espncricinfo.com/indian-premier-league-2014/content/player/326017.html
R Sathish,http://www.espncricinfo.com/indian-premier-league-2016/content/player/33870.html
C Munro,http://www.espncricinfo.com/ci/content/player/232359.html
MF Maharoof,http://www.espncricinfo.com/ci/content/player/49638.html
M Morkel,http://www.espncricinfo.com/ci/content/player/46538.html
PP Chawla,http://www.espncricinfo.com/ci/content/player/32966.html
NE Bonner,http://www.espncricinfo.com/ci/content/player/314650.html
DJG Sammy,http://www.espncricinfo.com/ci/content/player/53115.html
TD Astle,http://www.espncricinfo.com/ci/content/player/213674.html
D Wiese,http://www.espncricinfo.com/ci/content/player/221140.html
JE Taylor,http://www.espncricinfo.com/ci/content/player/53191.html
JEC Franklin,http://www.espncricinfo.com/ci/content/player/37004.html
LJ Wright,http://www.espncricinfo.com/ci/content/player/23460.html
NJ Maddinson,http://www.espncricinfo.com/ci/content/player/333780.html
Aizaz Cheema,http://www.espncricinfo.com/ci/content/player/39821.html
JM Muirhead,http://www.espncricinfo.com/ci/content/player/533043.html
MD Shanaka,http://www.espncricinfo.com/ci/content/player/437316.html
KK Cooper,http://www.espncricinfo.com/indian-premier-league-2014/content/player/371814.html
Sohaib Maqsood,http://www.espncricinfo.com/ci/content/player/43266.html
KMC Bandara,http://www.espncricinfo.com/ci/content/player/362079.html
SW Tait,http://www.espncricinfo.com/ci/content/player/8076.html
Anureet Singh,http://www.espncricinfo.com/indian-premier-league-2015/content/player/376324.html
SS Pathirana,http://www.espncricinfo.com/ci/content/player/212756.html
LMP Simmons,http://www.espncricinfo.com/ci/content/player/53116.html
AR Nurse,http://www.espncricinfo.com/ci/content/player/315594.html
PV Tambe,http://www.espncricinfo.com/indian-premier-league-2016/content/player/587152.html
KV Sharma,http://www.espncricinfo.com/indian-premier-league-2016/content/player/30288.html
ER Dwivedi,http://www.espncricinfo.com/indian-premier-league-2016/content/player/340841.html
Mohammed Shami,http://www.espncricinfo.com/indian-premier-league-2016/content/player/481896.html
Shoaib Malik,http://www.espncricinfo.com/ci/content/player/42657.html
KL Rahul,http://www.espncricinfo.com/ci/content/player/422108.html
Nasir Jamshed,http://www.espncricinfo.com/ci/content/player/42321.html
Imran Khan (1),http://www.espncricinfo.com/ci/content/player/783423.html
DM de Silva,http://www.espncricinfo.com/ci/content/player/465793.html
WD Parnell,http://www.espncricinfo.com/ci/content/player/265564.html
TT Bresnan,http://www.espncricinfo.com/ci/content/player/9310.html
MS Wade,http://www.espncricinfo.com/ci/content/player/230193.html
KA Pollard,http://www.espncricinfo.com/ci/content/player/230559.html
JD Ryder,http://www.espncricinfo.com/ci/content/player/38373.html
MJ Henry,http://www.espncricinfo.com/ci/content/player/506612.html
KD Mills,http://www.espncricinfo.com/ci/content/player/37740.html
MR Marsh,http://www.espncricinfo.com/ci/content/player/272450.html
RAS Lakmal,http://www.espncricinfo.com/ci/content/player/49619.html
SR Watson,http://www.espncricinfo.com/ci/content/player/8180.html
NLTC Perera,http://www.espncricinfo.com/ci/content/player/233514.html
KMDN Kulasekara,http://www.espncricinfo.com/ci/content/player/49535.html
Umar Akmal,http://www.espncricinfo.com/ci/content/player/317273.html
UT Khawaja,http://www.espncricinfo.com/ci/content/player/215155.html
VR Aaron,http://www.espncricinfo.com/indian-premier-league-2016/content/player/360911.html
JC Buttler,http://www.espncricinfo.com/ci/content/player/308967.html
GE Mathurin,http://www.espncricinfo.com/ci/content/player/252940.html
CA Pujara,http://www.espncricinfo.com/indian-premier-league-2014/content/player/32540.html
DH Yagnik,http://www.espncricinfo.com/indian-premier-league-2014/content/player/36071.html
RV Uthappa,http://www.espncricinfo.com/ci/content/player/35582.html
RR Hendricks,http://www.espncricinfo.com/ci/content/player/269280.html
RG More,http://www.espncricinfo.com/indian-premier-league-2015/content/player/424219.html
N Rana,http://www.espncricinfo.com/indian-premier-league-2016/content/player/604527.html
DA Warner,http://www.espncricinfo.com/ci/content/player/219889.html
DA Miller,http://www.espncricinfo.com/ci/content/player/321777.html
DJ Muthuswami,http://www.espncricinfo.com/indian-premier-league-2015/content/player/528985.html
MEK Hussey,http://www.espncricinfo.com/ci/content/player/5939.html
AM Phangiso,http://www.espncricinfo.com/ci/content/player/46942.html
JDP Oram,http://www.espncricinfo.com/ci/content/player/38062.html
MJ McClenaghan,http://www.espncricinfo.com/ci/content/player/319439.html
SS Tiwary,http://www.espncricinfo.com/indian-premier-league-2016/content/player/35390.html
NM Coulter-Nile,http://www.espncricinfo.com/ci/content/player/261354.html
Khurram Manzoor,http://www.espncricinfo.com/ci/content/player/41140.html
YK Pathan,http://www.espncricinfo.com/indian-premier-league-2016/content/player/32498.html
DJ Bravo,http://www.espncricinfo.com/ci/content/player/51439.html
Misbah-ul-Haq,http://www.espncricinfo.com/ci/content/player/41378.html
Azhar Mahmood,http://www.espncricinfo.com/indian-premier-league-2015/content/player/39024.html
AD Nath,http://www.espncricinfo.com/indian-premier-league-2016/content/player/500360.html
BJ Hodge,http://www.espncricinfo.com/ci/content/player/5674.html
Awais Zia,http://www.espncricinfo.com/ci/content/player/278491.html
DJ Willey,http://www.espncricinfo.com/ci/content/player/308251.html
HM Amla,http://www.espncricinfo.com/ci/content/player/43906.html
Mandeep Singh,http://www.espncricinfo.com/indian-premier-league-2015/content/player/398506.html
M de Lange,http://www.espncricinfo.com/indian-premier-league-2014/content/player/393279.html
GJ Maxwell,http://www.espncricinfo.com/ci/content/player/325026.html
B Kumar,http://www.espncricinfo.com/ci/content/player/326016.html
RJ Nicol,http://www.espncricinfo.com/ci/content/player/38058.html
GJ Bailey,http://www.espncricinfo.com/ci/content/player/4451.html
LR Shukla,http://www.espncricinfo.com/indian-premier-league-2014/content/player/34019.html
RJ Peterson,http://www.espncricinfo.com/ci/content/player/46750.html
SN Khan,http://www.espncricinfo.com/indian-premier-league-2016/content/player/642525.html
KK Nair,http://www.espncricinfo.com/indian-premier-league-2016/content/player/398439.html
UT Yadav,http://www.espncricinfo.com/indian-premier-league-2016/content/player/376116.html
RR Pant,http://www.espncricinfo.com/indian-premier-league-2016/content/player/931581.html
XJ Doherty,http://www.espncricinfo.com/ci/content/player/5017.html
RS Bopara,http://www.espncricinfo.com/ci/content/player/10582.html
RR Rossouw,http://www.espncricinfo.com/ci/content/player/318845.html
R Rampaul,http://www.espncricinfo.com/ci/content/player/52912.html
BW Hilfenhaus,http://www.espncricinfo.com/ci/content/player/5941.html
RN ten Doeschate,http://www.espncricinfo.com/indian-premier-league-2015/content/player/47660.html
KD Karthik,http://www.espncricinfo.com/indian-premier-league-2016/content/player/30045.html
CD Barnwell,http://www.espncricinfo.com/ci/content/player/330408.html
Swapnil Singh,http://www.espncricinfo.com/indian-premier-league-2016/content/player/232292.html
LD Chandimal,http://www.espncricinfo.com/ci/content/player/300628.html
MA Agarwal,http://www.espncricinfo.com/indian-premier-league-2016/content/player/398438.html
Yuvraj Singh,http://www.espncricinfo.com/ci/content/player/36084.html
Abdur Rehman,http://www.espncricinfo.com/ci/content/player/39091.html
Mohammad Amir,http://www.espncricinfo.com/ci/content/player/290948.html
TWM Latham,http://www.espncricinfo.com/ci/content/player/388802.html
Bipul Sharma,http://www.espncricinfo.com/indian-premier-league-2016/content/player/35928.html
SN Thakur,http://www.espncricinfo.com/indian-premier-league-2015/content/player/475281.html
JP Faulkner,http://www.espncricinfo.com/ci/content/player/270484.html
RM Hira,http://www.espncricinfo.com/ci/content/player/232356.html
AJ Finch,http://www.espncricinfo.com/ci/content/player/5334.html
PM Nevill,http://www.espncricinfo.com/ci/content/player/6973.html
MS Dhoni,http://www.espncricinfo.com/ci/content/player/28081.html
TM Dilshan,http://www.espncricinfo.com/ci/content/player/48472.html
F Behardien,http://www.espncricinfo.com/ci/content/player/44410.html
CA Lynn,http://www.espncricinfo.com/ci/content/player/326637.html
Ishan Kishan,http://www.espncricinfo.com/indian-premier-league-2016/content/player/720471.html
JDF Vandersay,http://www.espncricinfo.com/ci/content/player/370040.html
M Ashwin,http://www.espncricinfo.com/indian-premier-league-2016/content/player/528067.html
S Prasanna,http://www.espncricinfo.com/ci/content/player/268740.html
SCJ Broad,http://www.espncricinfo.com/ci/content/player/10617.html
NS Naik,http://www.espncricinfo.com/indian-premier-league-2016/content/player/554700.html
Saad Nasim,http://www.espncricinfo.com/ci/content/player/317248.html
AP Tare,http://www.espncricinfo.com/indian-premier-league-2016/content/player/333904.html
Ankit Sharma,http://www.espncricinfo.com/indian-premier-league-2016/content/player/422992.html
JJ Bumrah,http://www.espncricinfo.com/ci/content/player/625383.html
S Anirudha,http://www.espncricinfo.com/indian-premier-league-2014/content/player/26798.html
Sri Lanka-style heroics,http://www.espncricinfo.comhttp://www.espncricinfo.com/ci/engine/current/match/860281.html
Z Khan,http://www.espncricinfo.com/indian-premier-league-2016/content/player/30102.html
YS Chahal,http://www.espncricinfo.com/indian-premier-league-2015/content/player/430246.html
J Yadav,http://www.espncricinfo.com/indian-premier-league-2016/content/player/447587.html
DS Kulkarni,http://www.espncricinfo.com/indian-premier-league-2016/content/player/277955.html
Shakib Al Hasan,http://www.espncricinfo.com/indian-premier-league-2016/content/player/56143.html
HH Pandya,http://www.espncricinfo.com/ci/content/player/625371.html
Ahmed Shehzad,http://www.espncricinfo.com/ci/content/player/259410.html
Sharjeel Khan,http://www.espncricinfo.com/ci/content/player/227762.html
WU Tharanga,http://www.espncricinfo.com/ci/content/player/50747.html
SS Cottrell,http://www.espncricinfo.com/ci/content/player/495551.html
KS Williamson,http://www.espncricinfo.com/ci/content/player/277906.html
Babar Azam,http://www.espncricinfo.com/ci/content/player/348144.html
ADS Fletcher,http://www.espncricinfo.com/ci/content/player/51862.html
K Rabada,http://www.espncricinfo.com/ci/content/player/550215.html
AC Agar,http://www.espncricinfo.com/ci/content/player/505120.html
R Ashwin,http://www.espncricinfo.com/ci/content/player/26421.html
SA Abbott,http://www.espncricinfo.com/ci/content/player/398666.html
EMDY Munaweera,http://www.espncricinfo.com/ci/content/player/304735.html
CL White,http://www.espncricinfo.com/ci/content/player/8291.html
Khalid Latif,http://www.espncricinfo.com/ci/content/player/41046.html
AR Patel,http://www.espncricinfo.com/ci/content/player/554691.html
YV Takawale,http://www.espncricinfo.com/indian-premier-league-2014/content/player/35357.html
TM Head,http://www.espncricinfo.com/ci/content/player/530011.html
Imran Nazir,http://www.espncricinfo.com/ci/content/player/40563.html
BJ Haddin,http://www.espncricinfo.com/ci/content/player/5560.html
BR Dunk,http://www.espncricinfo.com/ci/content/player/388678.html
STR Binny,http://www.espncricinfo.com/indian-premier-league-2016/content/player/27223.html
CS Baugh,http://www.espncricinfo.com/ci/content/player/51446.html
R Bhatia,http://www.espncricinfo.com/indian-premier-league-2016/content/player/26907.html
R Tewatia,http://www.espncricinfo.com/indian-premier-league-2014/content/player/423838.html
AM Rahane,http://www.espncricinfo.com/ci/content/player/277916.html
AU Rashid,http://www.espncricinfo.com/ci/content/player/244497.html
PJ Hughes,http://www.espncricinfo.com/ci/content/player/272364.html
PA Patel,http://www.espncricinfo.com/indian-premier-league-2016/content/player/32242.html
DT Christian,http://www.espncricinfo.com/ci/content/player/4864.html
AM Nayar,http://www.espncricinfo.com/indian-premier-league-2014/content/player/32091.html
CJ Jordan,http://www.espncricinfo.com/ci/content/player/288992.html
DAJ Bracewell,http://www.espncricinfo.com/ci/content/player/362541.html
JM Vince,http://www.espncricinfo.com/ci/content/player/296597.html
A Ashish Reddy,http://www.espncricinfo.com/indian-premier-league-2016/content/player/389605.html
Mohammad Sami,http://www.espncricinfo.com/ci/content/player/41324.html
CA Ingram,http://www.espncricinfo.com/ci/content/player/45705.html
M Vijay,http://www.espncricinfo.com/indian-premier-league-2016/content/player/237095.html
DP Hyatt,http://www.espncricinfo.com/ci/content/player/52197.html
VS Malik,http://www.espncricinfo.com/indian-premier-league-2014/content/player/31738.html
SMSM Senanayake,http://www.espncricinfo.com/ci/content/player/273439.html
S Badree,http://www.espncricinfo.com/ci/content/player/51433.html
MD Gunathilaka,http://www.espncricinfo.com/ci/content/player/345821.html
DR Smith,http://www.espncricinfo.com/ci/content/player/53118.html
Sohail Tanvir,http://www.espncricinfo.com/ci/content/player/43265.html
S Rana,http://www.espncricinfo.com/indian-premier-league-2014/content/player/33757.html
AB de Villiers,http://www.espncricinfo.com/ci/content/player/44936.html
C de Grandhomme,http://www.espncricinfo.com/ci/content/player/55395.html
TR Birt,http://www.espncricinfo.com/ci/content/player/4292.html
AP Devcich,http://www.espncricinfo.com/ci/content/player/36948.html
BB Sran,http://www.espncricinfo.com/indian-premier-league-2016/content/player/537126.html
I Udana,http://www.espncricinfo.com/ci/content/player/328026.html
UBT Chand,http://www.espncricinfo.com/indian-premier-league-2016/content/player/446499.html
C Kieswetter,http://www.espncricinfo.com/ci/content/player/230855.html
Abdul Razzaq,http://www.espncricinfo.com/ci/content/player/39836.html
JE Root,http://www.espncricinfo.com/ci/content/player/303669.html
NV Ojha,http://www.espncricinfo.com/indian-premier-league-2016/content/player/32102.html
Imad Wasim,http://www.espncricinfo.com/ci/content/player/227758.html
AC Voges,http://www.espncricinfo.com/ci/content/player/8119.html
Mohammad Irfan,http://www.espncricinfo.com/ci/content/player/429981.html
RG Sharma,http://www.espncricinfo.com/ci/content/player/34102.html
DM Bravo,http://www.espncricinfo.com/ci/content/player/277472.html
Iftikhar Ahmed,http://www.espncricinfo.com/ci/content/player/480603.html
GD Elliott,http://www.espncricinfo.com/ci/content/player/44956.html
R McLaren,http://www.espncricinfo.com/ci/content/player/46393.html
Mohammad Hafeez,http://www.espncricinfo.com/ci/content/player/41434.html
DR Flynn,http://www.espncricinfo.com/ci/content/player/37095.html
E Lewis,http://www.espncricinfo.com/ci/content/player/431901.html
A Nehra,http://www.espncricinfo.com/ci/content/player/31820.html
KJ Abbott,http://www.espncricinfo.com/ci/content/player/297583.html
JL Pattinson,http://www.espncricinfo.com/ci/content/player/272465.html
Mohammad Rizwan,http://www.espncricinfo.com/ci/content/player/323389.html
Harbhajan Singh,http://www.espncricinfo.com/ci/content/player/29264.html
KS Lokuarachchi,http://www.espncricinfo.com/ci/content/player/49557.html
KDK Vithanage,http://www.espncricinfo.com/ci/content/player/342616.html
Umar Amin,http://www.espncricinfo.com/ci/content/player/288211.html
D Ramdin,http://www.espncricinfo.com/ci/content/player/52917.html
Mukhtar Ahmed,http://www.espncricinfo.com/ci/content/player/556916.html
IS Sodhi,http://www.espncricinfo.com/ci/content/player/559066.html
JO Holder,http://www.espncricinfo.com/ci/content/player/391485.html
SS Iyer,http://www.espncricinfo.com/indian-premier-league-2016/content/player/642519.html
A Zampa,http://www.espncricinfo.com/ci/content/player/379504.html
Gurkeerat Singh,http://www.espncricinfo.com/indian-premier-league-2016/content/player/537124.html
B Fernando,http://www.espncricinfo.com/ci/content/player/629080.html
Haris Sohail,http://www.espncricinfo.com/ci/content/player/318788.html
GH Vihari,http://www.espncricinfo.com/indian-premier-league-2015/content/player/452044.html
S Dhawan,http://www.espncricinfo.com/ci/content/player/28235.html
MS Bisla,http://www.espncricinfo.com/indian-premier-league-2015/content/player/27280.html
RMS Eranga,http://www.espncricinfo.com/ci/content/player/267414.html
HV Patel,http://www.espncricinfo.com/indian-premier-league-2016/content/player/390481.html
JM Bairstow,http://www.espncricinfo.com/ci/content/player/297433.html
CM Gautam,http://www.espncricinfo.com/indian-premier-league-2015/content/player/302208.html
S Aravind,http://www.espncricinfo.com/indian-premier-league-2015/content/player/290632.html
PVD Chameera,http://www.espncricinfo.com/ci/content/player/552152.html
TG Southee,http://www.espncricinfo.com/ci/content/player/232364.html
SE Marsh,http://www.espncricinfo.com/ci/content/player/6683.html
PJ Cummins,http://www.espncricinfo.com/ci/content/player/489889.html
JC Tredwell,http://www.espncricinfo.com/ci/content/player/21646.html
MK Pandey,http://www.espncricinfo.com/indian-premier-league-2016/content/player/290630.html
AD Hales,http://www.espncricinfo.com/ci/content/player/249866.html
AD Mathews,http://www.espncricinfo.com/ci/content/player/49764.html
NT Broom,http://www.espncricinfo.com/ci/content/player/36581.html
Junaid Khan,http://www.espncricinfo.com/ci/content/player/259551.html
TL Best,http://www.espncricinfo.com/ci/content/player/51436.html
N Pooran,http://www.espncricinfo.com/ci/content/player/604302.html
BB McCullum,http://www.espncricinfo.com/ci/content/player/37737.html
SK Raina,http://www.espncricinfo.com/ci/content/player/33335.html
S Kaushik,http://www.espncricinfo.com/indian-premier-league-2016/content/player/917213.html
BJ Watling,http://www.espncricinfo.com/ci/content/player/38924.html
R Vinay Kumar,http://www.espncricinfo.com/indian-premier-league-2016/content/player/35731.html
BA Stokes,http://www.espncricinfo.com/ci/content/player/311158.html
P Kumar,http://www.espncricinfo.com/indian-premier-league-2016/content/player/30732.html
GH Worker,http://www.espncricinfo.com/ci/content/player/277911.html
DJ Hooda,http://www.espncricinfo.com/indian-premier-league-2016/content/player/497121.html
JL Ontong,http://www.espncricinfo.com/ci/content/player/46681.html
MN Samuels,http://www.espncricinfo.com/ci/content/player/52983.html
SR Patel,http://www.espncricinfo.com/ci/content/player/18632.html
V Kohli,http://www.espncricinfo.com/ci/content/player/253802.html
MK Tiwary,http://www.espncricinfo.com/indian-premier-league-2015/content/player/35565.html
WP Saha,http://www.espncricinfo.com/indian-premier-league-2016/content/player/279810.html
